39575	d.68.2.2	d1a2na_	1a2n	A	[]	PF00275
22483	b.2.7.1	d1bxxa_	1bxx	A	[]	PF00928
39525	d.59.1.1	d1bxya_	1bxy	A	[]	PF00327
39526	d.59.1.1	d1bxyb_	1bxy	B	[]	PF00327
24761	b.35.1.2	d1bxza1	1bxz	A	['1-139', '314-352']	PF08240
29777	c.2.1.1	d1bxza2	1bxz	A	['140-313']	PF08240
24762	b.35.1.2	d1bxzb1	1bxz	B	['1-139', '314-352']	PF08240
29778	c.2.1.1	d1bxzb2	1bxz	B	['140-313']	PF08240
24763	b.35.1.2	d1bxzc1	1bxz	C	['1-139', '314-352']	PF08240
29779	c.2.1.1	d1bxzc2	1bxz	C	['140-313']	PF08240
24764	b.35.1.2	d1bxzd1	1bxz	D	['1-139', '314-352']	PF08240
29780	c.2.1.1	d1bxzd2	1bxz	D	['140-313']	PF08240
18515	a.87.1.1	d1by1a1	1by1	A	['2-209']	PF00621
42452	d.170.1.1	d1by2a1	1by2	A	['1-115']	PF00530
37083	d.3.1.1	d1by8a_	1by8	A	[]	PF08246
39223	d.58.8.1	d1by9a_	1by9	A	[]	PF00511
28795	c.1.8.1	d1byaa_	1bya	A	[]	PF01373
28790	c.1.8.1	d1byba_	1byb	A	[]	PF01373
28793	c.1.8.1	d1byca_	1byc	A	[]	PF01373
28794	c.1.8.1	d1byda_	1byd	A	[]	PF01373
17732	a.45.1.1	d1byea1	1bye	A	['81-213']	PF02798
33026	c.47.1.5	d1byea2	1bye	A	['1-80']	PF02798
17733	a.45.1.1	d1byeb1	1bye	B	['81-213']	PF02798
33027	c.47.1.5	d1byeb2	1bye	B	['1-80']	PF02798
17734	a.45.1.1	d1byec1	1bye	C	['81-213']	PF02798
33028	c.47.1.5	d1byec2	1bye	C	['1-80']	PF02798
17735	a.45.1.1	d1byed1	1bye	D	['81-213']	PF02798
33029	c.47.1.5	d1byed2	1bye	D	['1-80']	PF02798
42419	d.169.1.1	d1byfa_	1byf	A	[]	PF00059
42420	d.169.1.1	d1byfb_	1byf	B	[]	PF00059
41705	d.144.1.7	d1byga_	1byg	A	[]	PF07714
24174	b.29.1.2	d1byha_	1byh	A	[]	PF00722
32199	c.37.1.10	d1byia_	1byi	A	[]	PF01656
38495	d.32.1.2	d1byla_	1byl	A	[]	PF19581
24458	b.34.1.2	d1byma_	1bym	A	[]	PF18357
23193	b.7.1.2	d1byna_	1byn	A	[]	PF00168
22859	b.6.1.1	d1byoa_	1byo	A	[]	PF00127
22860	b.6.1.1	d1byob_	1byo	B	[]	PF00127
22858	b.6.1.1	d1bypa_	1byp	A	[]	PF00127
41100	d.122.1.1	d1byqa_	1byq	A	[]	PF02518
41450	d.136.1.1	d1byra_	1byr	A	[]	PF13091
41451	d.136.1.1	d1bysa_	1bys	A	[]	PF13091
32032	c.37.1.8	d1byua_	1byu	A	[]	PF00071
32033	c.37.1.8	d1byub_	1byu	B	[]	PF00071
40912	d.110.3.6	d1bywa_	1byw	A	[]	PF13426
15237	a.1.1.2	d1bz0a_	1bz0	A	[]	PF00042
15416	a.1.1.2	d1bz0b_	1bz0	B	[]	PF00042
15238	a.1.1.2	d1bz0c_	1bz0	C	[]	PF00042
15417	a.1.1.2	d1bz0d_	1bz0	D	[]	PF00042
15241	a.1.1.2	d1bz1a_	1bz1	A	[]	PF00042
15420	a.1.1.2	d1bz1b_	1bz1	B	[]	PF00042
15242	a.1.1.2	d1bz1c_	1bz1	C	[]	PF00042
15421	a.1.1.2	d1bz1d_	1bz1	D	[]	PF00042
15024	a.1.1.2	d1bz6a_	1bz6	A	[]	PF00042
22591	b.3.4.1	d1bz8a_	1bz8	A	[]	PF00576
22592	b.3.4.1	d1bz8b_	1bz8	B	[]	PF00576
20829	b.1.1.2	d1bz9a1	1bz9	A	['182-274']	PF07654
38304	d.19.1.1	d1bz9a2	1bz9	A	['2-181']	PF07654
20830	b.1.1.2	d1bz9b2	1bz9	B	['1-99']	PF07654
32670	c.45.1.2	d1bzca_	1bzc	A	[]	PF00102
22575	b.3.4.1	d1bzda_	1bzd	A	[]	PF00576
22576	b.3.4.1	d1bzdb_	1bzd	B	[]	PF00576
22563	b.3.4.1	d1bzea_	1bze	A	[]	PF00576
22564	b.3.4.1	d1bzeb_	1bze	B	[]	PF00576
32664	c.45.1.2	d1bzha_	1bzh	A	[]	PF00102
32667	c.45.1.2	d1bzja_	1bzj	A	[]	PF00102
30522	c.3.1.5	d1bzla2	1bzl	A	['170-286']	PF07992
30521	c.3.1.5	d1bzla1	1bzl	A	['2-169', '287-357']	PF07992
40192	d.87.1.1	d1bzla3	1bzl	A	['358-487']	PF07992
30524	c.3.1.5	d1bzlb2	1bzl	B	['170-286']	PF07992
30523	c.3.1.5	d1bzlb1	1bzl	B	['5-169', '287-357']	PF07992
40193	d.87.1.1	d1bzlb3	1bzl	B	['358-487']	PF07992
27817	b.74.1.1	d1bzma_	1bzm	A	[]	PF00194
22292	b.1.8.1	d1bzoa_	1bzo	A	[]	PF00080
15020	a.1.1.2	d1bzpa_	1bzp	A	[]	PF00042
37270	d.5.1.1	d1bzqa_	1bzq	A	[]	PF00074
37271	d.5.1.1	d1bzqb_	1bzq	B	[]	PF00074
37272	d.5.1.1	d1bzqc_	1bzq	C	[]	PF00074
37273	d.5.1.1	d1bzqd_	1bzq	D	[]	PF00074
15023	a.1.1.2	d1bzra_	1bzr	A	[]	PF00042
40348	d.92.1.11	d1bzsa_	1bzs	A	[]	PF00413
26010	b.47.1.2	d1bzxe_	1bzx	E	[]	PF00089
34071	c.61.1.1	d1bzya_	1bzy	A	[]	PF00156
34072	c.61.1.1	d1bzyb_	1bzy	B	[]	PF00156
34073	c.61.1.1	d1bzyc_	1bzy	C	[]	PF00156
34074	c.61.1.1	d1bzyd_	1bzy	D	[]	PF00156
15239	a.1.1.2	d1bzza_	1bzz	A	[]	PF00042
15418	a.1.1.2	d1bzzb_	1bzz	B	[]	PF00042
15240	a.1.1.2	d1bzzc_	1bzz	C	[]	PF00042
15419	a.1.1.2	d1bzzd_	1bzz	D	[]	PF00042
23633	b.11.1.5	d1c01a_	1c01	A	[]	PF09117
16633	a.24.10.2	d1c02a_	1c02	A	[]	PF01627
16634	a.24.10.2	d1c02b_	1c02	B	[]	PF01627
16635	a.24.10.2	d1c03a_	1c03	A	[]	PF01627
16636	a.24.10.2	d1c03b_	1c03	B	[]	PF01627
16637	a.24.10.2	d1c03c_	1c03	C	[]	PF01627
16638	a.24.10.2	d1c03d_	1c03	D	[]	PF01627
39559	d.66.1.2	d1c05a_	1c05	A	[]	PF01479
39558	d.66.1.2	d1c06a_	1c06	A	[]	PF01479
19974	b.1.1.1	d1c08a_	1c08	A	[]	PF07686
19975	b.1.1.1	d1c08b_	1c08	B	[]	PF07686
36378	d.2.1.2	d1c08c_	1c08	C	[]	PF00062
25246	b.40.4.1	d1c0aa1	1c0a	A	['1-106']	PF01336
39731	d.74.4.1	d1c0aa2	1c0a	A	['288-420']	PF01336
40767	d.104.1.1	d1c0aa3	1c0a	A	['107-287', '421-585']	PF01336
37261	d.5.1.1	d1c0ba_	1c0b	A	[]	PF00074
37262	d.5.1.1	d1c0ca_	1c0c	A	[]	PF00074
32638	c.44.1.1	d1c0ea_	1c0e	A	[]	PF01451
32639	c.44.1.1	d1c0eb_	1c0e	B	[]	PF01451
33447	c.55.1.1	d1c0fa1	1c0f	A	['1-146']	PF00022
33448	c.55.1.1	d1c0fa2	1c0f	A	['147-375']	PF00022
40851	d.109.1.1	d1c0fs_	1c0f	S	[]	PF00626
33443	c.55.1.1	d1c0ga1	1c0g	A	['1-146']	PF00022
33444	c.55.1.1	d1c0ga2	1c0g	A	['147-375']	PF00022
40848	d.109.1.1	d1c0gs_	1c0g	S	[]	PF00626
64762	c.4.1.2	d1c0ia1	1c0i	A	['1001-1193', '1289-1361']	PF01266
64763	d.16.1.3	d1c0ia2	1c0i	A	['1194-1288']	PF01266
30648	c.4.1.2	d1c0ka1	1c0k	A	['1001-1193', '1289-1361']	PF01266
37935	d.16.1.3	d1c0ka2	1c0k	A	['1194-1288']	PF01266
30649	c.4.1.2	d1c0la1	1c0l	A	['1001-1193', '1289-1361']	PF01266
37936	d.16.1.3	d1c0la2	1c0l	A	['1194-1288']	PF01266
24635	b.34.7.1	d1c0ma1	1c0m	A	['217-269']	PF00665
33640	c.55.3.2	d1c0ma2	1c0m	A	['49-216']	PF00665
24636	b.34.7.1	d1c0mb1	1c0m	B	['217-269']	PF00665
33641	c.55.3.2	d1c0mb2	1c0m	B	['54-216']	PF00665
24637	b.34.7.1	d1c0mc1	1c0m	C	['217-270']	PF00665
33642	c.55.3.2	d1c0mc2	1c0m	C	['49-216']	PF00665
24638	b.34.7.1	d1c0md1	1c0m	D	['217-269']	PF00665
33643	c.55.3.2	d1c0md2	1c0m	D	['54-216']	PF00665
34433	c.67.1.3	d1c0na_	1c0n	A	[]	PF00266
30647	c.4.1.2	d1c0pa1	1c0p	A	['1001-1193', '1289-1361']	PF01266
37934	d.16.1.3	d1c0pa2	1c0p	A	['1194-1288']	PF01266
33606	c.55.3.1	d1c0ta1	1c0t	A	['430-539']	PF00078
33610	c.55.3.1	d1c0ua1	1c0u	A	['430-539']	PF00078
16211	a.4.5.24	d1c0wa1	1c0w	A	['2-64']	PF01325
18417	a.76.1.1	d1c0wa2	1c0w	A	['65-140']	PF01325
24455	b.34.1.2	d1c0wa3	1c0w	A	['165-223']	PF01325
16212	a.4.5.24	d1c0wb1	1c0w	B	['2-64']	PF01325
18418	a.76.1.1	d1c0wb2	1c0w	B	['65-140']	PF01325
24454	b.34.1.2	d1c0wb3	1c0w	B	['147-226']	PF01325
16213	a.4.5.24	d1c0wc1	1c0w	C	['2-64']	PF01325
18419	a.76.1.1	d1c0wc2	1c0w	C	['65-140']	PF01325
24456	b.34.1.2	d1c0wc3	1c0w	C	['165-222']	PF01325
16214	a.4.5.24	d1c0wd1	1c0w	D	['2-64']	PF01325
18420	a.76.1.1	d1c0wd2	1c0w	D	['65-140']	PF01325
24457	b.34.1.2	d1c0wd3	1c0w	D	['166-222']	PF01325
36370	d.2.1.2	d1c10a_	1c10	A	[]	PF00062
20380	b.1.1.1	d1c12a1	1c12	A	['1-107']	PF07654
21372	b.1.1.2	d1c12a2	1c12	A	['108-214']	PF07654
20381	b.1.1.1	d1c12b1	1c12	B	['306-413']	PF07654
21373	b.1.1.2	d1c12b2	1c12	B	['414-513']	PF07654
29927	c.2.1.2	d1c14a_	1c14	A	[]	PF13561
29928	c.2.1.2	d1c14b_	1c14	B	[]	PF13561
18433	a.77.1.3	d1c15a_	1c15	A	[]	PF00619
20856	b.1.1.2	d1c16a1	1c16	A	['181-276']	PF00129
38320	d.19.1.1	d1c16a2	1c16	A	['1-180']	PF00129
20857	b.1.1.2	d1c16b_	1c16	B	[]	PF07654
20858	b.1.1.2	d1c16c1	1c16	C	['181-276']	PF00129
38321	d.19.1.1	d1c16c2	1c16	C	['1-180']	PF00129
20859	b.1.1.2	d1c16d_	1c16	D	[]	PF07654
20860	b.1.1.2	d1c16e1	1c16	E	['181-276']	PF00129
38322	d.19.1.1	d1c16e2	1c16	E	['1-180']	PF00129
20861	b.1.1.2	d1c16f_	1c16	F	[]	PF07654
20862	b.1.1.2	d1c16g1	1c16	G	['181-276']	PF00129
38323	d.19.1.1	d1c16g2	1c16	G	['1-180']	PF00129
20863	b.1.1.2	d1c16h_	1c16	H	[]	PF07654
24639	b.34.7.1	d1c1aa1	1c1a	A	['217-272']	PF00665
33644	c.55.3.2	d1c1aa2	1c1a	A	['52-216']	PF00665
24640	b.34.7.1	d1c1ab1	1c1a	B	['217-268']	PF00665
33645	c.55.3.2	d1c1ab2	1c1a	B	['55-216']	PF00665
33605	c.55.3.1	d1c1ba1	1c1b	A	['430-543']	PF00078
33609	c.55.3.1	d1c1ca1	1c1c	A	['430-539']	PF00078
30270	c.2.1.7	d1c1da1	1c1d	A	['149-349']	PF02812
33918	c.58.1.1	d1c1da2	1c1d	A	['1-148']	PF02812
30271	c.2.1.7	d1c1db1	1c1d	B	['149-348']	PF02812
33919	c.58.1.1	d1c1db2	1c1d	B	['1-148']	PF02812
24220	b.29.1.3	d1c1fa_	1c1f	A	[]	PF00337
35593	c.92.1.1	d1c1ha_	1c1h	A	[]	PF00762
70061	a.133.1.2	d1c1ja_	1c1j	A	[]	PF00068
70062	a.133.1.2	d1c1jb_	1c1j	B	[]	PF00068
70063	a.133.1.2	d1c1jc_	1c1j	C	[]	PF00068
70064	a.133.1.2	d1c1jd_	1c1j	D	[]	PF00068
19239	a.120.1.1	d1c1ka_	1c1k	A	[]	PF08993
24219	b.29.1.3	d1c1la_	1c1l	A	[]	PF00337
26275	b.47.1.2	d1c1ma_	1c1m	A	[]	PF00089
25906	b.47.1.2	d1c1na_	1c1n	A	[]	PF00089
25909	b.47.1.2	d1c1oa_	1c1o	A	[]	PF00089
25900	b.47.1.2	d1c1pa_	1c1p	A	[]	PF00089
25901	b.47.1.2	d1c1qa_	1c1q	A	[]	PF00089
25904	b.47.1.2	d1c1ra_	1c1r	A	[]	PF00089
25919	b.47.1.2	d1c1sa_	1c1s	A	[]	PF00089
25898	b.47.1.2	d1c1ta_	1c1t	A	[]	PF00089
30272	c.2.1.7	d1c1xa1	1c1x	A	['149-348']	PF02812
33920	c.58.1.1	d1c1xa2	1c1x	A	['1-148']	PF02812
30273	c.2.1.7	d1c1xb1	1c1x	B	['149-347']	PF02812
33921	c.58.1.1	d1c1xb2	1c1x	B	['1-148']	PF02812
32012	c.37.1.8	d1c1ya_	1c1y	A	[]	PF00071
37618	d.15.1.5	d1c1yb_	1c1y	B	[]	PF02196
16079	a.4.3.1	d1c20a_	1c20	A	[]	PF01388
41145	d.127.1.1	d1c21a_	1c21	A	[]	PF00557
41144	d.127.1.1	d1c22a_	1c22	A	[]	PF00557
41147	d.127.1.1	d1c23a_	1c23	A	[]	PF00557
41148	d.127.1.1	d1c24a_	1c24	A	[]	PF00557
32698	c.46.1.1	d1c25a_	1c25	A	[]	PF00581
41151	d.127.1.1	d1c27a_	1c27	A	[]	PF00557
23857	b.22.1.1	d1c28a_	1c28	A	[]	PF00386
23858	b.22.1.1	d1c28b_	1c28	B	[]	PF00386
23859	b.22.1.1	d1c28c_	1c28	C	[]	PF00386
28587	c.1.2.4	d1c29a_	1c29	A	[]	PF00290
35287	c.79.1.1	d1c29b_	1c29	B	[]	PF00291
34614	c.69.1.1	d1c2ba_	1c2b	A	[]	PF00135
25924	b.47.1.2	d1c2da_	1c2d	A	[]	PF00089
25918	b.47.1.2	d1c2ea_	1c2e	A	[]	PF00089
25927	b.47.1.2	d1c2fa_	1c2f	A	[]	PF00089
25917	b.47.1.2	d1c2ga_	1c2g	A	[]	PF00089
25907	b.47.1.2	d1c2ha_	1c2h	A	[]	PF00089
25908	b.47.1.2	d1c2ia_	1c2i	A	[]	PF00089
25905	b.47.1.2	d1c2ja_	1c2j	A	[]	PF00089
25925	b.47.1.2	d1c2ka_	1c2k	A	[]	PF00089
25916	b.47.1.2	d1c2la_	1c2l	A	[]	PF00089
25911	b.47.1.2	d1c2ma_	1c2m	A	[]	PF00089
34610	c.69.1.1	d1c2oa_	1c2o	A	[]	PF00135
34611	c.69.1.1	d1c2ob_	1c2o	B	[]	PF00135
34612	c.69.1.1	d1c2oc_	1c2o	C	[]	PF00135
34613	c.69.1.1	d1c2od_	1c2o	D	[]	PF00135
34167	c.65.1.1	d1c2ta_	1c2t	A	[]	PF00551
34168	c.65.1.1	d1c2tb_	1c2t	B	[]	PF00551
30972	c.16.1.1	d1c2ya_	1c2y	A	[]	PF00885
30973	c.16.1.1	d1c2yb_	1c2y	B	[]	PF00885
30974	c.16.1.1	d1c2yc_	1c2y	C	[]	PF00885
30975	c.16.1.1	d1c2yd_	1c2y	D	[]	PF00885
30976	c.16.1.1	d1c2ye_	1c2y	E	[]	PF00885
30977	c.16.1.1	d1c2yf_	1c2y	F	[]	PF00885
30978	c.16.1.1	d1c2yg_	1c2y	G	[]	PF00885
30979	c.16.1.1	d1c2yh_	1c2y	H	[]	PF00885
30980	c.16.1.1	d1c2yi_	1c2y	I	[]	PF00885
30981	c.16.1.1	d1c2yj_	1c2y	J	[]	PF00885
30982	c.16.1.1	d1c2yk_	1c2y	K	[]	PF00885
30983	c.16.1.1	d1c2yl_	1c2y	L	[]	PF00885
30984	c.16.1.1	d1c2ym_	1c2y	M	[]	PF00885
30985	c.16.1.1	d1c2yn_	1c2y	N	[]	PF00885
30986	c.16.1.1	d1c2yo_	1c2y	O	[]	PF00885
30987	c.16.1.1	d1c2yp_	1c2y	P	[]	PF00885
30988	c.16.1.1	d1c2yq_	1c2y	Q	[]	PF00885
30989	c.16.1.1	d1c2yr_	1c2y	R	[]	PF00885
30990	c.16.1.1	d1c2ys_	1c2y	S	[]	PF00885
30991	c.16.1.1	d1c2yt_	1c2y	T	[]	PF00885
18554	a.92.1.1	d1c30a1	1c30	A	['403-555']	PF02786
31483	c.24.1.1	d1c30a2	1c30	A	['936-1073']	PF02786
31665	c.30.1.1	d1c30a3	1c30	A	['1-127']	PF02786
31666	c.30.1.1	d1c30a4	1c30	A	['556-676']	PF02786
41510	d.142.1.2	d1c30a5	1c30	A	['128-402']	PF02786
41511	d.142.1.2	d1c30a6	1c30	A	['677-935']	PF02786
30736	c.8.3.1	d1c30b1	1c30	B	['2-152']	PF00988
31413	c.23.16.1	d1c30b2	1c30	B	['153-380']	PF00988
18555	a.92.1.1	d1c30c1	1c30	C	['403-555']	PF02786
31484	c.24.1.1	d1c30c2	1c30	C	['936-1073']	PF02786
31667	c.30.1.1	d1c30c3	1c30	C	['1-127']	PF02786
31668	c.30.1.1	d1c30c4	1c30	C	['556-676']	PF02786
41512	d.142.1.2	d1c30c5	1c30	C	['128-402']	PF02786
41513	d.142.1.2	d1c30c6	1c30	C	['677-935']	PF02786
30737	c.8.3.1	d1c30d1	1c30	D	['2-152']	PF00988
31414	c.23.16.1	d1c30d2	1c30	D	['153-380']	PF00988
18556	a.92.1.1	d1c30e1	1c30	E	['403-555']	PF02786
31485	c.24.1.1	d1c30e2	1c30	E	['936-1073']	PF02786
31669	c.30.1.1	d1c30e3	1c30	E	['1-127']	PF02786
31670	c.30.1.1	d1c30e4	1c30	E	['556-676']	PF02786
41514	d.142.1.2	d1c30e5	1c30	E	['128-402']	PF02786
41515	d.142.1.2	d1c30e6	1c30	E	['677-935']	PF02786
30738	c.8.3.1	d1c30f1	1c30	F	['2-152']	PF00988
31415	c.23.16.1	d1c30f2	1c30	F	['153-380']	PF00988
18557	a.92.1.1	d1c30g1	1c30	G	['403-555']	PF02786
31486	c.24.1.1	d1c30g2	1c30	G	['936-1073']	PF02786
31671	c.30.1.1	d1c30g3	1c30	G	['1-127']	PF02786
31672	c.30.1.1	d1c30g4	1c30	G	['556-676']	PF02786
41516	d.142.1.2	d1c30g5	1c30	G	['128-402']	PF02786
41517	d.142.1.2	d1c30g6	1c30	G	['677-935']	PF02786
30739	c.8.3.1	d1c30h1	1c30	H	['2-152']	PF00988
31416	c.23.16.1	d1c30h2	1c30	H	['153-380']	PF00988
42343	d.169.1.1	d1c3aa_	1c3a	A	[]	PF00059
42344	d.169.1.1	d1c3ab_	1c3a	B	[]	PF00059
19425	a.127.1.1	d1c3ca_	1c3c	A	[]	PF00206
19426	a.127.1.1	d1c3cb_	1c3c	B	[]	PF00206
34165	c.65.1.1	d1c3ea_	1c3e	A	[]	PF00551
34166	c.65.1.1	d1c3eb_	1c3e	B	[]	PF00551
28999	c.1.8.5	d1c3fa_	1c3f	A	[]	PF00704
22831	b.4.1.1	d1c3ga1	1c3g	A	['180-259']	PF01556
22832	b.4.1.1	d1c3ga2	1c3g	A	['260-349']	PF01556
90405	b.22.1.1	d1c3ha_	1c3h	A	[]	PF00386
90406	b.22.1.1	d1c3hb_	1c3h	B	[]	PF00386
90407	b.22.1.1	d1c3hc_	1c3h	C	[]	PF00386
90408	b.22.1.1	d1c3hd_	1c3h	D	[]	PF00386
90409	b.22.1.1	d1c3he_	1c3h	E	[]	PF00386
90410	b.22.1.1	d1c3hf_	1c3h	F	[]	PF00386
40373	d.92.1.11	d1c3ia_	1c3i	A	[]	PF00413
40374	d.92.1.11	d1c3ib_	1c3i	B	[]	PF00413
35459	c.87.1.1	d1c3ja_	1c3j	A	[]	PF09198
27984	b.77.3.1	d1c3ka_	1c3k	A	[]	PF01419
32492	c.41.1.1	d1c3la_	1c3l	A	[]	PF00082
27983	b.77.3.1	d1c3ma_	1c3m	A	[]	PF01419
27985	b.77.3.1	d1c3na_	1c3n	A	[]	PF01419
18562	a.92.1.1	d1c3oa1	1c3o	A	['403-555']	PF02786
31491	c.24.1.1	d1c3oa2	1c3o	A	['936-1073']	PF02786
31681	c.30.1.1	d1c3oa3	1c3o	A	['1-127']	PF02786
31682	c.30.1.1	d1c3oa4	1c3o	A	['556-676']	PF02786
41526	d.142.1.2	d1c3oa5	1c3o	A	['128-402']	PF02786
41527	d.142.1.2	d1c3oa6	1c3o	A	['677-935']	PF02786
30744	c.8.3.1	d1c3ob1	1c3o	B	['2-152']	PF00988
31421	c.23.16.1	d1c3ob2	1c3o	B	['153-380']	PF00988
18563	a.92.1.1	d1c3oc1	1c3o	C	['403-555']	PF02786
31492	c.24.1.1	d1c3oc2	1c3o	C	['936-1073']	PF02786
31683	c.30.1.1	d1c3oc3	1c3o	C	['1-127']	PF02786
31684	c.30.1.1	d1c3oc4	1c3o	C	['556-676']	PF02786
41528	d.142.1.2	d1c3oc5	1c3o	C	['128-402']	PF02786
41529	d.142.1.2	d1c3oc6	1c3o	C	['677-935']	PF02786
30745	c.8.3.1	d1c3od1	1c3o	D	['2-152']	PF00988
31422	c.23.16.1	d1c3od2	1c3o	D	['153-380']	PF00988
18564	a.92.1.1	d1c3oe1	1c3o	E	['403-555']	PF02786
31493	c.24.1.1	d1c3oe2	1c3o	E	['936-1073']	PF02786
31685	c.30.1.1	d1c3oe3	1c3o	E	['1-127']	PF02786
31686	c.30.1.1	d1c3oe4	1c3o	E	['556-676']	PF02786
41530	d.142.1.2	d1c3oe5	1c3o	E	['128-402']	PF02786
41531	d.142.1.2	d1c3oe6	1c3o	E	['677-935']	PF02786
30746	c.8.3.1	d1c3of1	1c3o	F	['2-152']	PF00988
31423	c.23.16.1	d1c3of2	1c3o	F	['153-380']	PF00988
18565	a.92.1.1	d1c3og1	1c3o	G	['403-555']	PF02786
31494	c.24.1.1	d1c3og2	1c3o	G	['936-1073']	PF02786
31687	c.30.1.1	d1c3og3	1c3o	G	['1-127']	PF02786
31688	c.30.1.1	d1c3og4	1c3o	G	['556-676']	PF02786
41532	d.142.1.2	d1c3og5	1c3o	G	['128-402']	PF02786
41533	d.142.1.2	d1c3og6	1c3o	G	['677-935']	PF02786
30747	c.8.3.1	d1c3oh1	1c3o	H	['2-152']	PF00988
31424	c.23.16.1	d1c3oh2	1c3o	H	['153-380']	PF00988
32606	c.42.1.2	d1c3pa_	1c3p	A	[]	PF00850
118436	c.72.1.2	d1c3qa1	1c3q	A	['1-272']	PF02110
118437	c.72.1.2	d1c3qb1	1c3q	B	['1-272']	PF02110
118438	c.72.1.2	d1c3qc1	1c3q	C	['1-272']	PF02110
32607	c.42.1.2	d1c3ra_	1c3r	A	[]	PF00850
32608	c.42.1.2	d1c3rb_	1c3r	B	[]	PF00850
32609	c.42.1.2	d1c3sa_	1c3s	A	[]	PF00850
37594	d.15.1.1	d1c3ta_	1c3t	A	[]	PF00240
19427	a.127.1.1	d1c3ua_	1c3u	A	[]	PF00206
19428	a.127.1.1	d1c3ub_	1c3u	B	[]	PF00206
90411	c.2.1.3	d1c3va1	1c3v	A	['501-605', '715-745']	PF01113
90412	d.81.1.3	d1c3va2	1c3v	A	['606-714']	PF01113
90413	c.2.1.3	d1c3vb1	1c3v	B	['1001-1105', '1215-1245']	PF01113
90414	d.81.1.3	d1c3vb2	1c3v	B	['1106-1214']	PF01113
33787	c.56.2.1	d1c3xa_	1c3x	A	[]	PF01048
33788	c.56.2.1	d1c3xb_	1c3x	B	[]	PF01048
33789	c.56.2.1	d1c3xc_	1c3x	C	[]	PF01048
15395	a.1.1.2	d1c40a_	1c40	A	[]	PF00042
15574	a.1.1.2	d1c40b_	1c40	B	[]	PF00042
30962	c.16.1.1	d1c41a_	1c41	A	[]	PF00885
30963	c.16.1.1	d1c41b_	1c41	B	[]	PF00885
30964	c.16.1.1	d1c41c_	1c41	C	[]	PF00885
30965	c.16.1.1	d1c41d_	1c41	D	[]	PF00885
30966	c.16.1.1	d1c41e_	1c41	E	[]	PF00885
30967	c.16.1.1	d1c41f_	1c41	F	[]	PF00885
30968	c.16.1.1	d1c41g_	1c41	G	[]	PF00885
30969	c.16.1.1	d1c41h_	1c41	H	[]	PF00885
30970	c.16.1.1	d1c41i_	1c41	I	[]	PF00885
30971	c.16.1.1	d1c41j_	1c41	J	[]	PF00885
40795	d.106.1.1	d1c44a_	1c44	A	[]	PF02036
36578	d.2.1.2	d1c46a_	1c46	A	[]	PF00062
35421	c.84.1.1	d1c47a2	1c47	A	['191-303']	PF02878
35422	c.84.1.1	d1c47a3	1c47	A	['304-420']	PF02878
35420	c.84.1.1	d1c47a1	1c47	A	['1-190']	PF02878
41305	d.129.2.1	d1c47a4	1c47	A	['421-561']	PF02878
35424	c.84.1.1	d1c47b2	1c47	B	['191-303']	PF02878
35425	c.84.1.1	d1c47b3	1c47	B	['304-420']	PF02878
35423	c.84.1.1	d1c47b1	1c47	B	['1-190']	PF02878
41306	d.129.2.1	d1c47b4	1c47	B	['421-561']	PF02878
36017	c.96.1.1	d1c4aa1	1c4a	A	['210-574']	PF13510
37692	d.15.4.2	d1c4aa2	1c4a	A	['1-126']	PF13510
39000	d.58.1.5	d1c4aa3	1c4a	A	['127-209']	PF13510
36016	c.96.1.1	d1c4ca1	1c4c	A	['210-574']	PF13510
37691	d.15.4.2	d1c4ca2	1c4c	A	['1-126']	PF13510
38999	d.58.1.5	d1c4ca3	1c4c	A	['127-209']	PF13510
38365	d.22.1.1	d1c4fa_	1c4f	A	[]	PF01353
35439	c.84.1.1	d1c4ga2	1c4g	A	['191-303']	PF02878
35440	c.84.1.1	d1c4ga3	1c4g	A	['304-420']	PF02878
35438	c.84.1.1	d1c4ga1	1c4g	A	['1-190']	PF02878
41311	d.129.2.1	d1c4ga4	1c4g	A	['421-561']	PF02878
35442	c.84.1.1	d1c4gb2	1c4g	B	['191-303']	PF02878
35443	c.84.1.1	d1c4gb3	1c4g	B	['304-420']	PF02878
35441	c.84.1.1	d1c4gb1	1c4g	B	['1-190']	PF02878
41312	d.129.2.1	d1c4gb4	1c4g	B	['421-561']	PF02878
31273	c.23.1.4	d1c4ka1	1c4k	A	['1-107']	PF03709
34502	c.67.1.5	d1c4ka2	1c4k	A	['108-569']	PF03709
41123	d.125.1.1	d1c4ka3	1c4k	A	['570-730']	PF03709
32416	c.37.1.19	d1c4oa2	1c4o	A	['410-583']	PF04851
32415	c.37.1.19	d1c4oa1	1c4o	A	['2-409']	PF04851
24229	b.29.1.4	d1c4ra_	1c4r	A	[]	PF02210
24230	b.29.1.4	d1c4rb_	1c4r	B	[]	PF02210
24231	b.29.1.4	d1c4rc_	1c4r	C	[]	PF02210
24232	b.29.1.4	d1c4rd_	1c4r	D	[]	PF02210
24233	b.29.1.4	d1c4re_	1c4r	E	[]	PF02210
24234	b.29.1.4	d1c4rf_	1c4r	F	[]	PF02210
24235	b.29.1.4	d1c4rg_	1c4r	G	[]	PF02210
24236	b.29.1.4	d1c4rh_	1c4r	H	[]	PF02210
32632	c.43.1.1	d1c4ta_	1c4t	A	[]	PF00198
